event_id,event_date,event_title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
4219,02/22/2012 10:00:00 PM,"Sempur, Bogor","Sempur, Bogor",5km,complex,downpour,medium,unknown,1,,,,glc,4219,Indonesia,ID,West Java,800000,Bogor,2.83803,106.7867,-6.5689
194,08/19/2007 12:00:00 AM,"Brownsville, Minnesota","Brownsville, Minnesota",5km,mudslide,rain,medium,unknown,,,,,glc,194,United States,US,Wisconsin,51320,La Crosse,12.91337,-91.2806,43.689
6019,05/10/2014 09:00:00 AM,Borolekha upazila of Moulvibazar,Borolekha upazila of Moulvibazar,25km,landslide,rain,small,unknown,3,0,,,glc,6019,Bangladesh,BD,Sylhet,57441,Maulavi Bāzār,8.46607,91.7561,24.4136
6375,11/05/2014 12:00:00 AM,Bojonggenteng district,Bojonggenteng district,10km,rock_fall,downpour,medium,unknown,1,2,,,glc,6375,Indonesia,ID,West Java,88965,Cicurug,9.70132,106.7234,-6.8463
5786,01/14/2014 12:00:00 AM,"Calle Nuestra Señora de las Nieves, 2 29793 Torrox, Málaga","Calle Nuestra Señora de las Nieves, 2 29793 Torrox, Málaga",1km,mudslide,unknown,medium,natural_slope,1,0,,,glc,5786,Spain,ES,Andalusia,16890,Torrox,0.3905,-3.9515,36.7545
8951,11/17/2015 12:00:00 AM,"Narok, Kenya","Narok, Kenya",5km,landslide,rain,medium,natural_slope,5,0,,,glc,8951,Kenya,KE,Narok,36061,Narok,4.43812,35.8736,-1.1161
4041,11/09/2011 03:30:00 AM,"Shuangbai, Chuxiong,Yunnan","Shuangbai, Chuxiong,Yunnan",5km,landslide,downpour,medium,unknown,2,,,,glc,4041,China,CN,Yunnan,0,Tuodian,4.07187,101.6378,24.7032
237,09/06/2007 12:00:00 AM,Pithoragarh,Pithoragarh,25km,landslide,rain,large,unknown,,,,,glc,237,India,IN,Uttarakhand,47571,Pithorāgarh,0.70042,80.2167,29.5833
2274,08/19/2010 03:00:00 PM,"Snowmass Creek rd, just below bridge to Snowmass Ski Area, Aspen, CO","Snowmass Creek rd, just below bridge to Snowmass Ski Area, Aspen, CO",1km,mudslide,downpour,small,unknown,0,,,,glc,2274,United States,US,Colorado,2826,Snowmass Village,4.60739,-106.9909,39.2089
6030,05/17/2014 12:00:00 AM,Dariali Gorge,Dariali Gorge,10km,other,rain,medium,above_river,8,0,,,glc,6030,Georgia,GE,Mtskheta-Mtianeti,2628,Step’antsminda,9.5779,44.5015,42.7204
937,12/17/2008 12:00:00 AM,"Rancho Bernardo, 17000 block of Alva, San Diego","Rancho Bernardo, 17000 block of Alva, San Diego",5km,mudslide,rain,small,unknown,,,,,glc,937,United States,US,California,3148,Fairbanks Ranch,8.33509,-117.105,33.023
9313,02/18/2016 12:00:00 AM,10 miles west of Elk City on ID 14,10 miles west of Elk City on ID 14,exact,landslide,unknown,small,above_road,0,0,,,glc,9313,United States,US,Idaho,3141,Grangeville,28.42901,-115.7979,45.8081
8459,08/03/2013 12:41:00 PM,"US 395, milepost 90","US 395, milepost 90",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8459,United States,US,Oregon,1744,John Day,35.5741,-119.1038,44.7174
8823,03/13/2011 11:18:00 AM,"OR 138, milepost 42","OR 138, milepost 42",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8823,United States,US,Oregon,1795,Glide,33.06493,-122.6946,43.322
8012,09/06/2015 03:00:00 PM,"Umling, Meghalaya 793102, India","Umling, Meghalaya 793102, India",1km,landslide,unknown,medium,above_road,0,0,,,glc,8012,India,IN,Meghalaya,14387,Nongpoh,7.75972,91.8584,25.9703
51,04/01/2007 12:00:00 AM,Jirgital,Jirgital,5km,landslide,downpour,medium,unknown,1,,,,glc,51,Tajikistan,TJ,,2899,Karakenja,29.06942,71.188,39.221
2254,08/15/2010 12:00:00 AM,Neelam(Neelum) district,Neelam(Neelum) district,unknown,landslide,downpour,medium,unknown,0,,,,glc,2254,Pakistan,PK,Azad Kashmir,0,Athmuqam,47.34817,74.3225,34.8142
5131,07/18/2013 12:00:00 AM,"Interstate 70, Palisade, Western Co","Interstate 70, Palisade, Western Co",5km,mudslide,downpour,medium,unknown,0,,,,glc,5131,United States,US,Colorado,2692,Palisade,0.73594,-108.3523,39.1168
2555,10/06/2010 12:00:00 AM,"near Hsedaw(Hsipaw) station, Mandalay-Lashio railroad, Shan State ","near Hsedaw(Hsipaw) station, Mandalay-Lashio railroad, Shan State ",25km,landslide,downpour,medium,unknown,0,,,,glc,2555,Myanmar [Burma],MM,Shan,131016,Lashio,54.62488,97.3193,22.6461
7062,05/14/2015 09:00:00 AM,"Poshiana, 27 km point of road from Bafliaz","Poshiana, 27 km point of road from Bafliaz",1km,landslide,downpour,small,above_road,0,0,,,glc,7062,India,IN,Kashmir,3857,Thanna Mandi,13.69709,74.4838,33.6303
5633,11/13/2013 04:00:00 AM,"Valiyasalai, Thiruvananthapuram, Kerala","Valiyasalai, Thiruvananthapuram, Kerala",5km,landslide,downpour,medium,unknown,0,,,,glc,5633,India,IN,Kerala,784153,Thiruvananthapuram,3.28558,76.921,8.4951
2369,08/31/2010 12:00:00 AM,"Chittinagar, Vijayawada city, Andhra Pradesh","Chittinagar, Vijayawada city, Andhra Pradesh",1km,landslide,downpour,medium,unknown,0,,,,glc,2369,India,IN,Andhra Pradesh,874587,Vijayawāda,2.64921,80.6103,16.5332
8902,07/09/2016 12:00:00 AM,"Iron Factory, Gutian, China","Iron Factory, Gutian, China",50km,landslide,tropical_cyclone,medium,unknown,0,0,Typhoon Nepartak,,glc,8902,China,CN,Fujian,0,Jixiang,0.25052,118.91,26.6738
6692,11/23/2014 03:00:00 PM,volcán Concepción,volcán Concepción,25km,landslide,unknown,medium,other,1,0,,,glc,6692,Nicaragua,NI,Rivas,2771,Altagracia,1.97784,-85.5964,11.5644
9059,06/16/2016 11:00:00 PM,"Bishkek-Osh road highway between the 430th and 435th kilometers, near Tash-Kumyr town, Kyrgyzstan","Bishkek-Osh road highway between the 430th and 435th kilometers, near Tash-Kumyr town, Kyrgyzstan",5km,mudslide,downpour,medium,above_road,0,0,,,glc,9059,Kyrgyzstan,KG,Jalal-Abad,23594,Tash-Kumyr,18.41926,72.3374,41.485
7335,08/18/2015 09:00:00 AM,Tura Civil Hospital,Tura Civil Hospital,1km,landslide,continuous_rain,medium,urban,0,0,,,glc,7335,India,IN,Meghalaya,63645,Tura,0.03796,90.2023,25.5145
3329,04/01/2011 11:45:00 AM,"Mukilteo, WA","Mukilteo, WA",5km,mudslide,continuous_rain,small,unknown,0,,,,glc,3329,United States,US,Washington,20254,Mukilteo,1.03989,-122.2935,47.9502
7215,07/13/2015 11:00:00 PM,"Spiti Valley, Himachal Pradesh","Spiti Valley, Himachal Pradesh",1km,landslide,continuous_rain,small,above_road,1,0,,,glc,7215,India,IN,Himachal Pradesh,8341,Manāli,81.25147,78.037,32.2473
530,05/09/2008 12:00:00 AM,"Axton, Va., Route 58","Axton, Va., Route 58",5km,mudslide,downpour,small,unknown,,,,,glc,530,United States,US,Virginia,1698,Chatmoss,8.27691,-79.7199,36.6619
6979,06/11/2015 12:00:00 AM,Taplejung,Taplejung,5km,landslide,downpour,large,natural_slope,53,8,,,glc,6979,Nepal,NP,Eastern Region,22903,Khāndbāri,45.95416,87.6681,27.36
8107,12/08/2015 05:35:00 PM,"US 101, milepost 23.8","US 101, milepost 23.8",exact,landslide,unknown,unknown,above_road,0,0,,,,,,,,,,,-123.9267,45.9572
5179,07/24/2013 12:00:00 AM,"Karnaprayag, Uttarakhand","Karnaprayag, Uttarakhand",5km,landslide,downpour,medium,unknown,0,,,,glc,5179,India,IN,Uttarakhand,2571,Rudraprayāg,22.80443,79.2191,30.262
9255,01/28/2016 12:00:00 AM,U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County,U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County,1km,landslide,unknown,medium,above_road,0,0,,,glc,9255,United States,US,Washington,3107,Elma,9.22475,-123.32,46.9469
5746,01/03/2014 01:00:00 AM,"Farrington Hwy Waianae, HI","Farrington Hwy Waianae, HI",1km,rock_fall,downpour,medium,above_road,0,0,,,glc,5746,United States,US,Hawaii,1341,Mākaha Valley,5.72267,-158.2278,21.52
2011,06/23/2010 12:00:00 AM,"Highway 171, Richland county, WI","Highway 171, Richland county, WI",10km,landslide,downpour,medium,unknown,0,,,,glc,2011,United States,US,Wisconsin,5184,Richland Center,16.88781,-90.595,43.3321
6317,09/17/2014 12:00:00 AM,"Keo Kham Commune, Dong Dang Town","Keo Kham Commune, Dong Dang Town",5km,landslide,tropical_cyclone,medium,unknown,6,4,Kalmaegi,,glc,6317,Vietnam,VN,Lạng Sơn,0,Thị Trấn Cao Lộc,12.35946,106.6974,21.9564
4059,11/23/2011 12:00:00 AM,"Calabria,","Calabria,",1km,landslide,downpour,small,unknown,0,,,,glc,4059,Italy,IT,Calabria,1250,Lago,2.22937,16.158,39.1854
704,08/10/2008 12:00:00 AM,Edakumeri near Subrahmanya,Edakumeri near Subrahmanya,50km,landslide,downpour,medium,unknown,,,,,glc,704,India,IN,Karnataka,18950,Sulya,24.89116,75.605,12.6445
2752,11/26/2010 12:00:00 AM,"Balakaduwa road, Ukuwela, Matale district","Balakaduwa road, Ukuwela, Matale district",5km,landslide,downpour,medium,above_road,0,,,,glc,2752,Sri Lanka,LK,Central,111701,Kandy,14.44838,80.6104,7.4237
353,11/10/2007 03:20:00 PM,Xi'an,Xi'an,10km,rock_fall,unknown,medium,unknown,3,,,,glc,353,China,CN,Shaanxi,0,Dianzicheng,3.2763,108.903,34.1622
6840,02/05/2015 12:00:00 AM,Kalsan village near Bagial Dhara,Kalsan village near Bagial Dhara,25km,landslide,unknown,medium,unknown,0,0,,,glc,6840,India,IN,Kashmir,28197,Pūnch,8.52203,74.1794,33.7453
2331,08/25/2010 12:00:00 AM,near Malaga,near Malaga,5km,landslide,downpour,medium,unknown,0,,,,glc,2331,Colombia,CO,Santander,18739,Málaga,2.99929,-72.726,6.7254
6665,07/04/2014 12:00:00 AM,"Tierra Blanca, del municipio de Nueva Santa Rosa de Lima","Tierra Blanca, del municipio de Nueva Santa Rosa de Lima",10km,landslide,downpour,medium,unknown,0,0,,,glc,6665,Guatemala,GT,Jutiapa,10469,Jalpatagua,4.51954,-90.2848,14.3666
5798,01/18/2014 12:00:00 AM,"Jalan Puspanjolo Selatan Semarang Barat, Kota Semarang, Jawa Tengah 50141","Jalan Puspanjolo Selatan Semarang Barat, Kota Semarang, Jawa Tengah 50141",1km,landslide,downpour,medium,unknown,0,0,,,glc,5798,Indonesia,ID,Central Java,1288084,Semarang,2.16889,110.4009,-6.9903
3568,06/02/2011 12:00:00 AM,"Thodpuzha(Thodupuzha) municipality, Idukki, Kerala","Thodpuzha(Thodupuzha) municipality, Idukki, Kerala",25km,landslide,downpour,medium,unknown,0,,,,glc,3568,India,IN,Kerala,1200,Palackattumala,16.43713,76.7046,9.8721
4587,10/15/2012 12:00:00 AM,"Lower Macleay Trail, Forest Park, Oregon","Lower Macleay Trail, Forest Park, Oregon",5km,landslide,downpour,medium,unknown,,,,,glc,4587,United States,US,Oregon,583776,Portland,3.4776,-122.7193,45.5313
1945,06/04/2010 09:00:00 AM,Nizna Mysla,Nizna Mysla,1km,landslide,downpour,medium,urban,0,,,,glc,1945,Slovakia,SK,Košický,236563,Košice,12.51795,21.3669,48.6226
224,09/01/2007 12:00:00 AM,Tobago,Tobago,25km,landslide,tropical_cyclone,medium,unknown,,,Hurricane Felix,,glc,224,Trinidad and Tobago,TT,Tobago,17000,Scarborough,9.11607,-60.6742,11.2415
6170,07/21/2014 06:00:00 AM,"Dehong, Yunnan","Dehong, Yunnan",50km,mudslide,tropical_cyclone,medium,unknown,10,4,Rammasun,,glc,6170,China,CN,Yunnan,0,Longshan,22.74993,98.5852,24.4267
661,07/22/2008 12:00:00 AM,"Mulberry Park complex at 5287 S. 3675 West , Taylorsville, UT","Mulberry Park complex at 5287 S. 3675 West , Taylorsville, UT",10km,mudslide,downpour,small,unknown,,,,,glc,661,United States,US,Montana,2995,Helena Valley Northeast,3.26096,-111.96,46.67
6272,10/17/2014 12:00:00 AM,Tapach,Tapach,1km,landslide,unknown,small,unknown,0,0,,,glc,6272,Kenya,KE,West Pokot,1073,Chepareria,24.01192,35.415,1.2628
4786,03/25/2013 12:00:00 AM,"Dramaga, Purwasari, West Java","Dramaga, Purwasari, West Java",5km,landslide,rain,large,unknown,,,,,glc,4786,Indonesia,ID,West Java,207212,Ciampea,7.62936,106.7161,-6.622
9616,10/15/2016 12:00:00 AM,Maynonong,Maynonong,5km,landslide,tropical_cyclone,medium,unknown,0,0,Karen,,glc,9616,Philippines,PH,Bicol,2596,Joroan,0.78029,123.6166,13.4952
7164,04/09/2015 12:00:00 AM,"Pacific Coast Highway in Dana Point, near Camino Capistrano","Pacific Coast Highway in Dana Point, near Camino Capistrano",1km,landslide,rain,small,above_road,0,0,,,glc,7164,United States,US,California,63522,San Clemente,3.51047,-117.6454,33.4418
503,04/19/2008 12:00:00 AM,Rugen,Rugen,10km,landslide,rain,medium,unknown,,,,,glc,503,Germany,DE,Mecklenburg-Vorpommern,14771,Bergen auf Rügen,0.14675,13.4343,54.417
3625,06/18/2011 08:40:00 PM,"Eastbound I-94 near mile marker 63, Eau Claire, WI","Eastbound I-94 near mile marker 63, Eau Claire, WI",1km,mudslide,downpour,small,unknown,0,,,,glc,3625,United States,US,Wisconsin,65883,Eau Claire,4.98787,-91.496,44.7665
4850,05/08/2013 12:00:00 AM,"Lower Alarka Road, Swain, Nc","Lower Alarka Road, Swain, Nc",10km,landslide,rain,medium,unknown,,,,,glc,4850,United States,US,North Carolina,1424,Bryson City,6.61994,-83.4985,35.3884
6145,07/15/2014 09:00:00 AM,"Zhijin, Bijie, Guizhou","Zhijin, Bijie, Guizhou",50km,landslide,continuous_rain,small,unknown,5,0,,,glc,6145,China,CN,Guizhou Sheng,0,Zhijin,1.45285,105.7688,26.6537
3690,07/01/2011 12:00:00 AM,Davao City,Davao City,5km,landslide,downpour,medium,unknown,0,,,,glc,3690,Philippines,PH,Davao,1212504,Davao,0.83953,125.6147,7.0804
3445,05/03/2011 09:00:00 AM,"2130 Elstun rd., Cincinnati, OH","2130 Elstun rd., Cincinnati, OH",1km,mudslide,downpour,small,unknown,0,,,,glc,3445,United States,US,Ohio,5099,Turpin Hills,2.88328,-84.4086,39.0968
8894,07/09/2016 12:00:00 AM,"Skipper Beach, Barangay Barretto, Olongapo, Philippines","Skipper Beach, Barangay Barretto, Olongapo, Philippines",1km,landslide,monsoon,unknown,other,0,0,,,glc,8894,Philippines,PH,Central Luzon,221178,Olongapo,2.8903,120.2652,14.8489
4686,12/27/2012 12:00:00 AM,"Mount masarage, Polangui","Mount masarage, Polangui",10km,landslide,rain,medium,unknown,,,,,glc,4686,Philippines,PH,Bicol,35768,San Jose,4.95886,123.5841,13.3201
8013,01/18/2016 11:07:00 AM,"OR 38, milepost 31","OR 38, milepost 31",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8013,United States,US,Oregon,1151,Drain,27.81245,-123.6626,43.6412
42,03/22/2007 12:00:00 AM,"New Philadelphia state Route 416, OH","New Philadelphia state Route 416, OH",5km,landslide,rain,small,unknown,,,,,glc,42,United States,US,Ohio,17288,New Philadelphia,3.33522,-81.4305,40.5175
8607,03/30/2012 04:24:00 PM,"OR 228, milepost 19","OR 228, milepost 19",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8607,United States,US,Oregon,8925,Sweet Home,3.36703,-122.7696,44.379
2591,10/12/2010 12:00:00 PM,"Morowali Regency, Central Sulawesi","Morowali Regency, Central Sulawesi",25km,landslide,continuous_rain,large,natural_slope,11,,,,glc,2591,Indonesia,ID,Central Sulawesi,0,Pendolo,93.5301,121.5,-1.8667
3019,01/16/2011 09:00:00 AM,"just east of Sweet Home, OR","just east of Sweet Home, OR",5km,mudslide,downpour,medium,unknown,0,,,,glc,3019,United States,US,Oregon,8925,Sweet Home,8.37512,-122.6312,44.4014
4165,01/23/2012 12:00:00 AM,"West Tanjungjabung, Jambi, Sumatra","West Tanjungjabung, Jambi, Sumatra",50km,landslide,downpour,medium,unknown,0,,,,glc,4165,Indonesia,ID,Jambi,0,Pelabuhan Dagang,20.07683,102.9334,-1.0478
1683,04/06/2010 09:00:00 AM,"Siletz highway, northeast of Toledo","Siletz highway, northeast of Toledo",10km,landslide,rain,medium,above_road,0,,,,glc,1683,United States,US,Oregon,2045,Lincoln Beach,7.94258,-123.949,44.6635
4721,01/16/2013 12:00:00 AM,"Hwy. 90, Eagan, Claiborne, Tn","Hwy. 90, Eagan, Claiborne, Tn",5km,mudslide,rain,medium,unknown,,,,,glc,4721,United States,US,Tennessee,2355,Jellico,13.77073,-83.9789,36.5539
6544,08/22/2014 10:30:00 PM,second hairpin bend near Varattupallam,second hairpin bend near Varattupallam,1km,other,downpour,medium,above_road,0,0,,,glc,6544,India,IN,Tamil Nadu,20436,Anthiyur,12.13084,77.571,11.683
9019,12/09/2015 12:00:00 AM,north Gold Beach,north Gold Beach,5km,mudslide,rain,small,unknown,0,0,,,glc,9019,United States,US,Oregon,2253,Gold Beach,0.84582,-124.4205,42.4149
8139,12/07/2015 12:32:00 PM,"OR 47, milepost 41.1","OR 47, milepost 41.1",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8139,United States,US,Oregon,3742,Lafayette,3.87693,-123.1632,45.2514
3675,06/29/2011 12:00:00 AM,"Lembah, Jaya, Ampang, Malaysia","Lembah, Jaya, Ampang, Malaysia",25km,landslide,downpour,medium,unknown,0,,,,glc,3675,Malaysia,MY,Kuala Lumpur,1453975,Kuala Lumpur,8.12444,101.7575,3.1588
4895,06/02/2013 12:00:00 AM,St. Johann Near Salzburg,St. Johann Near Salzburg,10km,mudslide,downpour,medium,unknown,1,,,,glc,4895,Austria,AT,Tyrol,0,Sankt Johann in Tirol,0.57065,12.4306,47.5244
2634,10/18/2010 12:00:00 AM,"Labey(?), Bokod, Panganan(?), Benguet province","Labey(?), Bokod, Panganan(?), Benguet province",25km,landslide,tropical_cyclone,medium,unknown,0,,Supertyphoon Juan (Megi),,glc,2634,Philippines,PH,Cordillera Administrative Region,0,Bokod,1.13068,120.8329,16.4996
2014,06/25/2010 12:00:00 AM,"Sewri(?), New Shivaji Nagar, Mumbai","Sewri(?), New Shivaji Nagar, Mumbai",1km,landslide,downpour,medium,unknown,0,,,,glc,2014,India,IN,Maharashtra,20000,Powai,4.66038,72.9266,19.153
8274,11/30/2014 03:22:00 PM,"OR 37, milepost 15","OR 37, milepost 15",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8274,United States,US,Oregon,16612,Pendleton,22.50796,-118.9067,45.857
8962,06/18/2016 12:00:00 AM,"main road between Gulem and Loliem and Cotigao, at Baddem, Goa, India","main road between Gulem and Loliem and Cotigao, at Baddem, Goa, India",25km,mudslide,downpour,medium,above_road,0,0,,,glc,8962,India,IN,Goa,12444,Kānkon,12.49217,74.1623,15.0275
5857,02/10/2014 12:00:00 AM,"Chatter Alley Hook, Hampshire RG27","Chatter Alley Hook, Hampshire RG27",5km,landslide,continuous_rain,large,unknown,0,0,,,glc,5857,United Kingdom,GB,England,34218,Fleet,3.65179,-0.8823,51.2717
6570,08/30/2011 12:00:00 AM,Pomendi cutting near Ratnagiri,Pomendi cutting near Ratnagiri,50km,landslide,continuous_rain,medium,above_road,0,0,,,glc,6570,India,IN,Maharashtra,51437,Chiplūn,11.40453,73.5097,17.4303
3804,07/19/2011 12:00:00 AM,"southeastern, DHAKA, Bangladesh","southeastern, DHAKA, Bangladesh",50km,landslide,downpour,large,unknown,4,,,,glc,3804,Bangladesh,BD,Dhaka,10356500,Dhaka,0.15781,90.4077,23.7118
1610,04/01/2010 12:00:00 AM,"Gulezi(Gulazi) village, Guba region","Gulezi(Gulazi) village, Guba region",5km,mudslide,downpour,medium,unknown,0,,,,glc,1610,Azerbaijan,AZ,Quba,22405,Quba,23.35226,48.58,41.1569
46,03/26/2007 12:00:00 AM,southern provinces of Hadramout and Mahaweet,southern provinces of Hadramout and Mahaweet,unknown,landslide,rain,medium,unknown,,,,,glc,46,Yemen,YE,Al Maḩwīt,0,Shibām,8.84661,43.9605,15.4508
1016,04/28/2009 12:00:00 AM,"Broni Town, Piedmont region (no. of other towns under the region, details not available)","Broni Town, Piedmont region (no. of other towns under the region, details not available)",5km,landslide,downpour,medium,unknown,1,,,,glc,1016,Italy,IT,Lombardy,8420,Broni,0.14306,9.2635,45.0664
2843,12/12/2010 12:00:00 AM,"Seahurst Park, Burien, WA","Seahurst Park, Burien, WA",1km,mudslide,downpour,small,unknown,0,,,,glc,2843,United States,US,Washington,33313,Burien,1.32892,-122.359,47.479
10025,06/29/2017 01:10:00 PM,Landslide on Manali-Leh highway,"Patseu, Lahul & Spiti, Himachal Pradesh",25km,landslide,rain,medium,above_road,0,0,,,,,,,,,,,77.28272548,32.76390852
4725,01/18/2013 12:00:00 AM,"Rich Cove Road, Maggie Valley, Nc","Rich Cove Road, Maggie Valley, Nc",5km,mudslide,rain,medium,unknown,,,,,glc,4725,United States,US,North Carolina,1150,Maggie Valley,1.07913,-83.0992,35.5278
5887,02/20/2014 12:00:00 AM,"Barnes Lifting Services Main Rd, Unstone, Dronfield, Derbyshire S18 4AQ","Barnes Lifting Services Main Rd, Unstone, Dronfield, Derbyshire S18 4AQ",5km,landslide,continuous_rain,unknown,unknown,0,0,,,glc,5887,United Kingdom,GB,England,20942,Dronfield,2.5589,-1.4425,53.29
2955,01/10/2011 12:00:00 AM,"Mount Nebo Rd, between the village and the Goat Track","Mount Nebo Rd, between the village and the Goat Track",5km,landslide,downpour,small,unknown,0,,,,glc,2955,Australia,AU,Queensland,9532,Strathpine,22.19533,152.7853,-27.3865
7394,12/14/2015 09:00:00 AM,Snoqualmie Pass,Snoqualmie Pass,5km,rock_fall,snowfall_snowmelt,small,above_road,0,0,,,glc,7394,United States,US,Washington,1018,Tanner,24.43604,-121.4332,47.4186
2938,01/06/2011 06:00:00 PM,Uduwara between the Haliela and Demodara railway stations,Uduwara between the Haliela and Demodara railway stations,25km,landslide,downpour,medium,unknown,0,,,,glc,2938,Sri Lanka,LK,Uva,47587,Badulla,11.20184,81.0402,6.8894
7658,10/08/2009 12:00:00 AM,Half Dome,Half Dome,5km,other,unknown,medium,natural_slope,0,0,,,glc,7658,United States,US,California,1035,Yosemite Valley,2.63938,-119.5585,37.7589
1360,12/16/2009 12:00:00 AM,"Huarochiri, Huarochiri Province","Huarochiri, Huarochiri Province",5km,mudslide,downpour,medium,unknown,1,,,,glc,1360,Peru,PE,Lima,0,Sangallaya,4.07281,-76.2333,-12.15
8034,12/21/2015 12:35:00 PM,"US 101, milepost 129.4","US 101, milepost 129.4",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8034,United States,US,Oregon,1398,Depoe Bay,2.53954,-124.0707,44.7862
6074,06/19/2014 09:00:00 AM,"Kalispell, Montana","Kalispell, Montana",5km,landslide,rain,small,unknown,0,0,,,glc,6074,United States,US,Montana,7616,Evergreen,2.00078,-114.3032,48.2264
9323,05/22/2016 12:00:00 AM,"Provincial Highway 24, Tawian","Provincial Highway 24, Tawian",10km,landslide,earthquake,small,above_road,0,0,,,glc,9323,Taiwan,TW,Taiwan,0,Pingtung,24.85437,120.685,22.7496
7167,04/08/2015 12:00:00 AM,Keran,Keran,1km,landslide,continuous_rain,small,above_road,0,3,,,glc,7167,India,IN,Kashmir,0,Athmuqam,11.40937,73.9593,34.6609
8960,06/18/2016 07:15:00 AM,"6900 block of West 48th Avenue, Wheat Ridge, Colorado, USA","6900 block of West 48th Avenue, Wheat Ridge, Colorado, USA",exact,landslide,unknown,medium,urban,0,0,,,glc,8960,United States,US,Colorado,30166,Wheat Ridge,2.02556,-105.0743,39.7842
141,07/26/2007 12:00:00 AM,Singtam,Singtam,50km,landslide,rain,medium,unknown,,,,,glc,141,India,IN,Meghālaya,11090,Cherrapunji,19.36242,91.88,25.38
8406,01/10/2014 10:11:00 AM,"OR 3, milepost 2","OR 3, milepost 2",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8406,United States,US,Oregon,1251,Asotin,43.63517,-117.2619,45.9759
3983,09/23/2011 12:00:00 AM,"Maighuli, Guwahati, Meghalaya","Maighuli, Guwahati, Meghalaya",unknown,landslide,downpour,large,unknown,4,,,,glc,3983,India,IN,Assam,899094,Guwahati,3.44946,91.7351,26.1548
6031,05/17/2014 10:40:00 AM,"Jalan Kampung Melayu, Sungai Buloh","Jalan Kampung Melayu, Sungai Buloh",1km,landslide,downpour,small,unknown,1,0,,,glc,6031,Malaysia,MY,Selangor,21185,Kuang,4.93095,101.5768,3.2211
3638,06/22/2011 12:00:00 AM,Highway 1 just east of Regina,Highway 1 just east of Regina,5km,landslide,rain,medium,unknown,0,,,,glc,3638,Canada,CA,Saskatchewan,176183,Regina,0.91107,-104.6071,50.4546
9387,04/06/2016 09:00:00 AM,5600 block of Dorothy Way,5600 block of Dorothy Way,exact,mudslide,other,medium,urban,0,0,,,glc,9387,United States,US,California,57065,La Mesa,4.79049,-117.0727241,32.76766801
1028,05/18/2009 12:00:00 AM,"Napnapan, Pantukan (ComVal landslide ) Compostela Valley province, around Mount Diwata ","Napnapan, Pantukan (ComVal landslide ) Compostela Valley province, around Mount Diwata ",5km,mudslide,rain,large,unknown,26,,,,glc,1028,Philippines,PH,Davao,0,Pantukan,16.71728,126.046,7.2
2844,12/13/2010 12:00:00 AM,"road between Singaraja and Denpensar, Bali","road between Singaraja and Denpensar, Bali",25km,landslide,downpour,medium,unknown,0,,,,glc,2844,Indonesia,ID,Bali,0,Empalan,6.43719,115.1389,-8.3383
2057,07/11/2010 11:00:00 PM,"Darechowk(Darechok), Kahare(Khahare) River, Prithvi highway between Mugling and Narayanghat","Darechowk(Darechok), Kahare(Khahare) River, Prithvi highway between Mugling and Narayanghat",25km,landslide,downpour,medium,below_road,0,,,,glc,2057,Nepal,NP,Central Region,107157,Bharatpur,25.33635,84.46652548,27.81963827
395,12/16/2007 12:00:00 AM,2 Soldiers Killed,"Thang Bridge 10 km from Turtuk, Leh, Jammu and Kashmir",25km,landslide,rain,medium,unknown,13,6,,"Article gives 2 fatalities, and doesn't mention a trigger. Based on another source?",glc,395,India,IN,Kashmir,37475,Leh,1.69993,76.83270934,34.93977198
1487,02/08/2010 06:00:00 PM,"Narundi area of Uri, Jammu and Kashmir ","Narundi area of Uri, Jammu and Kashmir ",10km,landslide,downpour,medium,unknown,1,,,,glc,1487,India,IN,Kashmir,6755,Uri,2.33067,74.0225,34.0876
1513,02/20/2010 11:45:00 PM,"Balikpapan, East Kalimantan","Balikpapan, East Kalimantan",25km,landslide,downpour,medium,unknown,2,,,,glc,1513,Indonesia,ID,East Kalimantan,700000,City of Balikpapan,2.59357,116.8785,-1.2247
4769,03/03/2013 12:00:00 AM,"Gwydir Highway , New South Wales","Gwydir Highway , New South Wales",5km,landslide,rain,medium,unknown,,,,,glc,4769,Australia,AU,New South Wales,8561,Inverell,0.06554,151.1112,-29.7736
8382,02/14/2014 06:53:00 PM,"OR 224, milepost 35","OR 224, milepost 35",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8382,United States,US,Oregon,2695,Estacada,15.28726,-122.1948,45.1932
